rainfall,temperature,humidity,wind_speed,pressure,moisture_index,instability_index,pressure_drop,rain_intensity,risk_label
0.0,32.13,53.0,1.87,1008.0,0.0,1702.89,5.0,0.0,0
0.2,32.13,53.0,1.87,1008.0,10.600000000000001,1702.89,5.0,0.37400000000000005,0
1.2,32.13,53.0,1.87,1008.0,63.599999999999994,1702.89,5.0,2.244,0
4.2,32.13,53.0,1.87,1008.0,222.60000000000002,1702.89,5.0,7.854000000000001,1
6.4,32.13,53.0,1.87,1008.0,339.20000000000005,1702.89,5.0,11.968000000000002,1
1.3,32.13,53.0,1.87,1008.0,68.9,1702.89,5.0,2.431,0
16.2,32.13,53.0,1.87,1008.0,858.5999999999999,1702.89,5.0,30.294,1
18.7,32.13,53.0,1.87,1008.0,991.0999999999999,1702.89,5.0,34.969,1
4.3,32.13,53.0,1.87,1008.0,227.89999999999998,1702.89,5.0,8.041,1
15.8,32.13,53.0,1.87,1008.0,837.4000000000001,1702.89,5.0,29.546000000000003,1
2.6,32.13,53.0,1.87,1008.0,137.8,1702.89,5.0,4.862,1
5.2,32.13,53.0,1.87,1008.0,275.6,1702.89,5.0,9.724,1
4.0,32.13,53.0,1.87,1008.0,212.0,1702.89,5.0,7.48,1
9.4,32.13,53.0,1.87,1008.0,498.20000000000005,1702.89,5.0,17.578000000000003,1
4.7,32.13,53.0,1.87,1008.0,249.10000000000002,1702.89,5.0,8.789000000000001,1
3.9,32.13,53.0,1.87,1008.0,206.7,1702.89,5.0,7.293,1
28.7,32.13,53.0,1.87,1008.0,1521.1,1702.89,5.0,53.669000000000004,2
2.8,32.13,53.0,1.87,1008.0,148.39999999999998,1702.89,5.0,5.236,1
3.6,32.13,53.0,1.87,1008.0,190.8,1702.89,5.0,6.732,1
6.2,32.13,53.0,1.87,1008.0,328.6,1702.89,5.0,11.594000000000001,1
21.1,32.13,53.0,1.87,1008.0,1118.3000000000002,1702.89,5.0,39.45700000000001,2
1.5,32.13,53.0,1.87,1008.0,79.5,1702.89,5.0,2.805,0
27.4,32.13,53.0,1.87,1008.0,1452.1999999999998,1702.89,5.0,51.238,2
7.5,32.13,53.0,1.87,1008.0,397.5,1702.89,5.0,14.025,1
1.2,32.13,53.0,1.87,1008.0,63.599999999999994,1702.89,5.0,2.244,0
5.2,32.13,53.0,1.87,1008.0,275.6,1702.89,5.0,9.724,1
1.5,32.13,53.0,1.87,1008.0,79.5,1702.89,5.0,2.805,0
36.6,32.13,53.0,1.87,1008.0,1939.8000000000002,1702.89,5.0,68.44200000000001,2
8.6,32.13,53.0,1.87,1008.0,455.79999999999995,1702.89,5.0,16.082,1
0.0,32.13,53.0,1.87,1008.0,0.0,1702.89,5.0,0.0,0
1.1,32.73,50.0,2.67,1008.0,55.00000000000001,1636.4999999999998,5.0,2.9370000000000003,0
0.0,32.73,50.0,2.67,1008.0,0.0,1636.4999999999998,5.0,0.0,0
0.0,32.73,50.0,2.67,1008.0,0.0,1636.4999999999998,5.0,0.0,0
0.0,32.73,50.0,2.67,1008.0,0.0,1636.4999999999998,5.0,0.0,0
1.0,32.73,50.0,2.67,1008.0,50.0,1636.4999999999998,5.0,2.67,0
14.2,32.73,50.0,2.67,1008.0,710.0,1636.4999999999998,5.0,37.913999999999994,1
1.2,32.73,50.0,2.67,1008.0,60.0,1636.4999999999998,5.0,3.2039999999999997,0
2.4,32.73,50.0,2.67,1008.0,120.0,1636.4999999999998,5.0,6.4079999999999995,1
36.9,32.73,50.0,2.67,1008.0,1845.0,1636.4999999999998,5.0,98.523,2
1.4,32.73,50.0,2.67,1008.0,70.0,1636.4999999999998,5.0,3.7379999999999995,0
0.5,32.73,50.0,2.67,1008.0,25.0,1636.4999999999998,5.0,1.335,0
15.0,32.73,50.0,2.67,1008.0,750.0,1636.4999999999998,5.0,40.05,1
8.5,32.73,50.0,2.67,1008.0,425.0,1636.4999999999998,5.0,22.695,1
36.1,32.73,50.0,2.67,1008.0,1805.0,1636.4999999999998,5.0,96.387,2
24.5,32.73,50.0,2.67,1008.0,1225.0,1636.4999999999998,5.0,65.41499999999999,2
3.3,32.73,50.0,2.67,1008.0,165.0,1636.4999999999998,5.0,8.811,1
4.2,32.73,50.0,2.67,1008.0,210.0,1636.4999999999998,5.0,11.214,1
1.9,32.73,50.0,2.67,1008.0,95.0,1636.4999999999998,5.0,5.0729999999999995,0
11.3,32.73,50.0,2.67,1008.0,565.0,1636.4999999999998,5.0,30.171,1
0.0,32.73,50.0,2.67,1008.0,0.0,1636.4999999999998,5.0,0.0,0
0.0,32.73,50.0,2.67,1008.0,0.0,1636.4999999999998,5.0,0.0,0
4.7,32.73,50.0,2.67,1008.0,235.0,1636.4999999999998,5.0,12.549,1
1.7,32.73,50.0,2.67,1008.0,85.0,1636.4999999999998,5.0,4.539,0
8.7,32.73,50.0,2.67,1008.0,434.99999999999994,1636.4999999999998,5.0,23.229,1
2.1,32.73,50.0,2.67,1008.0,105.0,1636.4999999999998,5.0,5.607,1
1.2,32.73,50.0,2.67,1008.0,60.0,1636.4999999999998,5.0,3.2039999999999997,0
0.5,32.73,50.0,2.67,1008.0,25.0,1636.4999999999998,5.0,1.335,0
3.1,32.73,50.0,2.67,1008.0,155.0,1636.4999999999998,5.0,8.277,1
1.7,32.73,50.0,2.67,1008.0,85.0,1636.4999999999998,5.0,4.539,0
1.9,32.73,50.0,2.67,1008.0,95.0,1636.4999999999998,5.0,5.0729999999999995,0
0.0,32.73,50.0,2.67,1008.0,0.0,1636.4999999999998,5.0,0.0,0
0.0,32.73,50.0,2.67,1008.0,0.0,1636.4999999999998,5.0,0.0,0
0.0,32.73,50.0,2.67,1008.0,0.0,1636.4999999999998,5.0,0.0,0
9.5,33.26,48.0,1.87,1008.0,456.0,1596.48,5.0,17.765,1
1.5,33.26,48.0,1.87,1008.0,72.0,1596.48,5.0,2.805,0
0.0,33.26,48.0,1.87,1008.0,0.0,1596.48,5.0,0.0,0
0.0,33.26,48.0,1.87,1008.0,0.0,1596.48,5.0,0.0,0
5.3,33.26,48.0,1.87,1008.0,254.39999999999998,1596.48,5.0,9.911,1
7.4,33.26,48.0,1.87,1008.0,355.20000000000005,1596.48,5.0,13.838000000000001,1
3.9,33.26,48.0,1.87,1008.0,187.2,1596.48,5.0,7.293,1
3.6,33.26,48.0,1.87,1008.0,172.8,1596.48,5.0,6.732,1
2.8,33.26,48.0,1.87,1008.0,134.39999999999998,1596.48,5.0,5.236,1
1.7,33.26,48.0,1.87,1008.0,81.6,1596.48,5.0,3.1790000000000003,0
0.3,33.26,48.0,1.87,1008.0,14.399999999999999,1596.48,5.0,0.561,0
24.0,33.26,48.0,1.87,1008.0,1152.0,1596.48,5.0,44.88,2
8.5,33.26,48.0,1.87,1008.0,408.0,1596.48,5.0,15.895000000000001,1
11.0,33.26,48.0,1.87,1008.0,528.0,1596.48,5.0,20.57,1
12.9,33.26,48.0,1.87,1008.0,619.2,1596.48,5.0,24.123,1
15.2,33.26,48.0,1.87,1008.0,729.5999999999999,1596.48,5.0,28.424,1
2.4,33.26,48.0,1.87,1008.0,115.19999999999999,1596.48,5.0,4.488,1
15.0,33.26,48.0,1.87,1008.0,720.0,1596.48,5.0,28.05,1
5.5,33.26,48.0,1.87,1008.0,264.0,1596.48,5.0,10.285,1
10.5,33.26,48.0,1.87,1008.0,504.0,1596.48,5.0,19.635,1
0.0,33.26,48.0,1.87,1008.0,0.0,1596.48,5.0,0.0,0
3.7,33.26,48.0,1.87,1008.0,177.60000000000002,1596.48,5.0,6.9190000000000005,1
7.4,33.26,48.0,1.87,1008.0,355.20000000000005,1596.48,5.0,13.838000000000001,1
19.8,33.26,48.0,1.87,1008.0,950.4000000000001,1596.48,5.0,37.026,1
1.0,33.26,48.0,1.87,1008.0,48.0,1596.48,5.0,1.87,0
0.0,33.26,48.0,1.87,1008.0,0.0,1596.48,5.0,0.0,0
0.0,33.26,48.0,1.87,1008.0,0.0,1596.48,5.0,0.0,0
0.0,33.26,48.0,1.87,1008.0,0.0,1596.48,5.0,0.0,0
6.9,33.26,48.0,1.87,1008.0,331.20000000000005,1596.48,5.0,12.903000000000002,1
8.7,33.26,48.0,1.87,1008.0,417.59999999999997,1596.48,5.0,16.269,1
0.0,33.26,48.0,1.87,1008.0,0.0,1596.48,5.0,0.0,0
0.4,33.26,48.0,1.87,1008.0,19.200000000000003,1596.48,5.0,0.7480000000000001,0
0.0,33.26,48.0,1.87,1008.0,0.0,1596.48,5.0,0.0,0
0.9,32.54,50.0,2.88,1008.0,45.0,1627.0,5.0,2.592,0
4.9,32.54,50.0,2.88,1008.0,245.00000000000003,1627.0,5.0,14.112,1
0.0,32.54,50.0,2.88,1008.0,0.0,1627.0,5.0,0.0,0
0.0,32.54,50.0,2.88,1008.0,0.0,1627.0,5.0,0.0,0
2.5,32.54,50.0,2.88,1008.0,125.0,1627.0,5.0,7.199999999999999,1
5.1,32.54,50.0,2.88,1008.0,254.99999999999997,1627.0,5.0,14.687999999999999,1
1.2,32.54,50.0,2.88,1008.0,60.0,1627.0,5.0,3.456,0
1.4,32.54,50.0,2.88,1008.0,70.0,1627.0,5.0,4.032,0
0.0,32.54,50.0,2.88,1008.0,0.0,1627.0,5.0,0.0,0
0.8,32.54,50.0,2.88,1008.0,40.0,1627.0,5.0,2.304,0
6.6,32.54,50.0,2.88,1008.0,330.0,1627.0,5.0,19.008,1
8.0,32.54,50.0,2.88,1008.0,400.0,1627.0,5.0,23.04,1
10.2,32.54,50.0,2.88,1008.0,509.99999999999994,1627.0,5.0,29.375999999999998,1
1.1,32.54,50.0,2.88,1008.0,55.00000000000001,1627.0,5.0,3.168,0
0.6,32.54,50.0,2.88,1008.0,30.0,1627.0,5.0,1.728,0
4.0,32.54,50.0,2.88,1008.0,200.0,1627.0,5.0,11.52,1
1.3,32.54,50.0,2.88,1008.0,65.0,1627.0,5.0,3.7439999999999998,0
0.7,32.54,50.0,2.88,1008.0,35.0,1627.0,5.0,2.016,0
0.1,32.54,50.0,2.88,1008.0,5.0,1627.0,5.0,0.288,0
12.1,32.54,50.0,2.88,1008.0,605.0,1627.0,5.0,34.848,1
3.8,32.54,50.0,2.88,1008.0,190.0,1627.0,5.0,10.943999999999999,1
1.0,32.54,50.0,2.88,1008.0,50.0,1627.0,5.0,2.88,0
10.3,32.54,50.0,2.88,1008.0,515.0,1627.0,5.0,29.664,1
14.9,32.54,50.0,2.88,1008.0,745.0,1627.0,5.0,42.912,1
0.3,32.54,50.0,2.88,1008.0,15.0,1627.0,5.0,0.864,0
5.6,32.54,50.0,2.88,1008.0,280.0,1627.0,5.0,16.128,1
0.2,32.54,50.0,2.88,1008.0,10.0,1627.0,5.0,0.576,0
1.0,32.54,50.0,2.88,1008.0,50.0,1627.0,5.0,2.88,0
9.3,32.54,50.0,2.88,1008.0,465.00000000000006,1627.0,5.0,26.784000000000002,1
1.5,32.54,50.0,2.88,1008.0,75.0,1627.0,5.0,4.32,0
7.2,32.54,50.0,2.88,1008.0,360.0,1627.0,5.0,20.736,1
2.0,32.54,50.0,2.88,1008.0,100.0,1627.0,5.0,5.76,1
0.0,32.54,50.0,2.88,1008.0,0.0,1627.0,5.0,0.0,0
3.3,33.31,49.0,2.83,1008.0,161.7,1632.19,5.0,9.339,1
0.0,33.31,49.0,2.83,1008.0,0.0,1632.19,5.0,0.0,0
0.0,33.31,49.0,2.83,1008.0,0.0,1632.19,5.0,0.0,0
0.0,33.31,49.0,2.83,1008.0,0.0,1632.19,5.0,0.0,0
2.6,33.31,49.0,2.83,1008.0,127.4,1632.19,5.0,7.3580000000000005,1
6.1,33.31,49.0,2.83,1008.0,298.9,1632.19,5.0,17.262999999999998,1
15.0,33.31,49.0,2.83,1008.0,735.0,1632.19,5.0,42.45,1
2.4,33.31,49.0,2.83,1008.0,117.6,1632.19,5.0,6.792,1
26.9,33.31,49.0,2.83,1008.0,1318.1,1632.19,5.0,76.127,2
1.0,33.31,49.0,2.83,1008.0,49.0,1632.19,5.0,2.83,0
5.7,33.31,49.0,2.83,1008.0,279.3,1632.19,5.0,16.131,1
11.2,33.31,49.0,2.83,1008.0,548.8,1632.19,5.0,31.695999999999998,1
4.4,33.31,49.0,2.83,1008.0,215.60000000000002,1632.19,5.0,12.452000000000002,1
25.2,33.31,49.0,2.83,1008.0,1234.8,1632.19,5.0,71.316,2
23.2,33.31,49.0,2.83,1008.0,1136.8,1632.19,5.0,65.656,2
18.6,33.31,49.0,2.83,1008.0,911.4000000000001,1632.19,5.0,52.638000000000005,1
12.8,33.31,49.0,2.83,1008.0,627.2,1632.19,5.0,36.224000000000004,1
1.1,33.31,49.0,2.83,1008.0,53.900000000000006,1632.19,5.0,3.1130000000000004,0
14.1,33.31,49.0,2.83,1008.0,690.9,1632.19,5.0,39.903,1
1.6,33.31,49.0,2.83,1008.0,78.4,1632.19,5.0,4.5280000000000005,0
2.0,33.31,49.0,2.83,1008.0,98.0,1632.19,5.0,5.66,1
0.0,33.31,49.0,2.83,1008.0,0.0,1632.19,5.0,0.0,0
3.0,33.31,49.0,2.83,1008.0,147.0,1632.19,5.0,8.49,1
31.9,33.31,49.0,2.83,1008.0,1563.1,1632.19,5.0,90.277,2
1.2,33.31,49.0,2.83,1008.0,58.8,1632.19,5.0,3.396,0
2.6,33.31,49.0,2.83,1008.0,127.4,1632.19,5.0,7.3580000000000005,1
3.2,33.31,49.0,2.83,1008.0,156.8,1632.19,5.0,9.056000000000001,1
0.0,33.31,49.0,2.83,1008.0,0.0,1632.19,5.0,0.0,0
0.4,33.31,49.0,2.83,1008.0,19.6,1632.19,5.0,1.1320000000000001,0
3.9,33.31,49.0,2.83,1008.0,191.1,1632.19,5.0,11.037,1
0.0,33.31,49.0,2.83,1008.0,0.0,1632.19,5.0,0.0,0
0.0,33.31,49.0,2.83,1008.0,0.0,1632.19,5.0,0.0,0
0.0,33.31,49.0,2.83,1008.0,0.0,1632.19,5.0,0.0,0
3.0,32.54,49.0,3.65,1008.0,147.0,1594.46,5.0,10.95,1
0.8,32.54,49.0,3.65,1008.0,39.2,1594.46,5.0,2.92,0
0.2,32.54,49.0,3.65,1008.0,9.8,1594.46,5.0,0.73,0
0.2,32.54,49.0,3.65,1008.0,9.8,1594.46,5.0,0.73,0
3.6,32.54,49.0,3.65,1008.0,176.4,1594.46,5.0,13.14,1
3.8,32.54,49.0,3.65,1008.0,186.2,1594.46,5.0,13.87,1
0.8,32.54,49.0,3.65,1008.0,39.2,1594.46,5.0,2.92,0
0.0,32.54,49.0,3.65,1008.0,0.0,1594.46,5.0,0.0,0
0.0,32.54,49.0,3.65,1008.0,0.0,1594.46,5.0,0.0,0
0.7,32.54,49.0,3.65,1008.0,34.3,1594.46,5.0,2.5549999999999997,0
8.1,32.54,49.0,3.65,1008.0,396.9,1594.46,5.0,29.564999999999998,1
6.0,32.54,49.0,3.65,1008.0,294.0,1594.46,5.0,21.9,1
0.1,32.54,49.0,3.65,1008.0,4.9,1594.46,5.0,0.365,0
1.2,32.54,49.0,3.65,1008.0,58.8,1594.46,5.0,4.38,0
0.6,32.54,49.0,3.65,1008.0,29.4,1594.46,5.0,2.19,0
1.8,32.54,49.0,3.65,1008.0,88.2,1594.46,5.0,6.57,0
6.0,32.54,49.0,3.65,1008.0,294.0,1594.46,5.0,21.9,1
1.1,32.54,49.0,3.65,1008.0,53.900000000000006,1594.46,5.0,4.015000000000001,0
5.7,32.54,49.0,3.65,1008.0,279.3,1594.46,5.0,20.805,1
6.5,32.54,49.0,3.65,1008.0,318.5,1594.46,5.0,23.724999999999998,1
10.9,32.54,49.0,3.65,1008.0,534.1,1594.46,5.0,39.785000000000004,1
12.8,32.54,49.0,3.65,1008.0,627.2,1594.46,5.0,46.72,1
4.7,32.54,49.0,3.65,1008.0,230.3,1594.46,5.0,17.155,1
9.5,32.54,49.0,3.65,1008.0,465.5,1594.46,5.0,34.675,1
20.4,32.54,49.0,3.65,1008.0,999.5999999999999,1594.46,5.0,74.46,2
0.3,32.54,49.0,3.65,1008.0,14.7,1594.46,5.0,1.095,0
0.0,32.54,49.0,3.65,1008.0,0.0,1594.46,5.0,0.0,0
2.8,32.54,49.0,3.65,1008.0,137.2,1594.46,5.0,10.219999999999999,1
5.4,32.54,49.0,3.65,1008.0,264.6,1594.46,5.0,19.71,1
4.9,32.54,49.0,3.65,1008.0,240.10000000000002,1594.46,5.0,17.885,1
0.0,32.54,49.0,3.65,1008.0,0.0,1594.46,5.0,0.0,0
1.4,32.54,49.0,3.65,1008.0,68.6,1594.46,5.0,5.109999999999999,0
0.0,32.54,49.0,3.65,1008.0,0.0,1594.46,5.0,0.0,0
8.1,31.92,49.0,4.47,1008.0,396.9,1564.0800000000002,5.0,36.206999999999994,1
0.0,31.92,49.0,4.47,1008.0,0.0,1564.0800000000002,5.0,0.0,0
0.0,31.92,49.0,4.47,1008.0,0.0,1564.0800000000002,5.0,0.0,0
0.0,31.92,49.0,4.47,1008.0,0.0,1564.0800000000002,5.0,0.0,0
5.5,31.92,49.0,4.47,1008.0,269.5,1564.0800000000002,5.0,24.584999999999997,1
6.3,31.92,49.0,4.47,1008.0,308.7,1564.0800000000002,5.0,28.160999999999998,1
5.1,31.92,49.0,4.47,1008.0,249.89999999999998,1564.0800000000002,5.0,22.796999999999997,1
1.7,31.92,49.0,4.47,1008.0,83.3,1564.0800000000002,5.0,7.598999999999999,0
25.2,31.92,49.0,4.47,1008.0,1234.8,1564.0800000000002,5.0,112.64399999999999,2
0.3,31.92,49.0,4.47,1008.0,14.7,1564.0800000000002,5.0,1.341,0
20.1,31.92,49.0,4.47,1008.0,984.9000000000001,1564.0800000000002,5.0,89.84700000000001,2
5.0,31.92,49.0,4.47,1008.0,245.0,1564.0800000000002,5.0,22.349999999999998,1
0.0,31.92,49.0,4.47,1008.0,0.0,1564.0800000000002,5.0,0.0,0
16.2,31.92,49.0,4.47,1008.0,793.8,1564.0800000000002,5.0,72.41399999999999,1
27.6,31.92,49.0,4.47,1008.0,1352.4,1564.0800000000002,5.0,123.372,2
9.8,31.92,49.0,4.47,1008.0,480.20000000000005,1564.0800000000002,5.0,43.806,1
4.6,31.92,49.0,4.47,1008.0,225.39999999999998,1564.0800000000002,5.0,20.561999999999998,1
1.5,31.92,49.0,4.47,1008.0,73.5,1564.0800000000002,5.0,6.705,0
3.0,31.92,49.0,4.47,1008.0,147.0,1564.0800000000002,5.0,13.41,1
5.7,31.92,49.0,4.47,1008.0,279.3,1564.0800000000002,5.0,25.479,1
7.3,31.92,49.0,4.47,1008.0,357.7,1564.0800000000002,5.0,32.631,1
1.5,31.92,49.0,4.47,1008.0,73.5,1564.0800000000002,5.0,6.705,0
5.1,31.92,49.0,4.47,1008.0,249.89999999999998,1564.0800000000002,5.0,22.796999999999997,1
5.3,31.92,49.0,4.47,1008.0,259.7,1564.0800000000002,5.0,23.691,1
6.7,31.92,49.0,4.47,1008.0,328.3,1564.0800000000002,5.0,29.948999999999998,1
2.5,31.92,49.0,4.47,1008.0,122.5,1564.0800000000002,5.0,11.174999999999999,1
0.1,31.92,49.0,4.47,1008.0,4.9,1564.0800000000002,5.0,0.447,0
0.1,31.92,49.0,4.47,1008.0,4.9,1564.0800000000002,5.0,0.447,0
0.0,31.92,49.0,4.47,1008.0,0.0,1564.0800000000002,5.0,0.0,0
1.3,31.92,49.0,4.47,1008.0,63.7,1564.0800000000002,5.0,5.811,0
0.0,31.92,49.0,4.47,1008.0,0.0,1564.0800000000002,5.0,0.0,0
0.0,31.92,49.0,4.47,1008.0,0.0,1564.0800000000002,5.0,0.0,0
0.2,31.92,49.0,4.47,1008.0,9.8,1564.0800000000002,5.0,0.894,0
4.6,32.11,54.0,0.7,1008.0,248.39999999999998,1733.94,5.0,3.2199999999999998,1
0.1,32.11,54.0,0.7,1008.0,5.4,1733.94,5.0,0.06999999999999999,0
0.0,32.11,54.0,0.7,1008.0,0.0,1733.94,5.0,0.0,0
0.5,32.11,54.0,0.7,1008.0,27.0,1733.94,5.0,0.35,0
2.1,32.11,54.0,0.7,1008.0,113.4,1733.94,5.0,1.47,1
4.7,32.11,54.0,0.7,1008.0,253.8,1733.94,5.0,3.29,1
6.7,32.11,54.0,0.7,1008.0,361.8,1733.94,5.0,4.6899999999999995,1
0.0,32.11,54.0,0.7,1008.0,0.0,1733.94,5.0,0.0,0
3.1,32.11,54.0,0.7,1008.0,167.4,1733.94,5.0,2.17,1
9.0,32.11,54.0,0.7,1008.0,486.0,1733.94,5.0,6.3,1
3.3,32.11,54.0,0.7,1008.0,178.2,1733.94,5.0,2.3099999999999996,1
10.3,32.11,54.0,0.7,1008.0,556.2,1733.94,5.0,7.21,1
7.7,32.11,54.0,0.7,1008.0,415.8,1733.94,5.0,5.39,1
46.5,32.11,54.0,0.7,1008.0,2511.0,1733.94,5.0,32.55,2
31.4,32.11,54.0,0.7,1008.0,1695.6,1733.94,5.0,21.979999999999997,2
15.7,32.11,54.0,0.7,1008.0,847.8,1733.94,5.0,10.989999999999998,1
0.8,32.11,54.0,0.7,1008.0,43.2,1733.94,5.0,0.5599999999999999,0
0.1,32.11,54.0,0.7,1008.0,5.4,1733.94,5.0,0.06999999999999999,0
10.8,32.11,54.0,0.7,1008.0,583.2,1733.94,5.0,7.56,1
15.3,32.11,54.0,0.7,1008.0,826.2,1733.94,5.0,10.709999999999999,1
14.3,32.11,54.0,0.7,1008.0,772.2,1733.94,5.0,10.01,1
0.5,32.11,54.0,0.7,1008.0,27.0,1733.94,5.0,0.35,0
14.6,32.11,54.0,0.7,1008.0,788.4,1733.94,5.0,10.219999999999999,1
9.1,32.11,54.0,0.7,1008.0,491.4,1733.94,5.0,6.369999999999999,1
1.7,32.11,54.0,0.7,1008.0,91.8,1733.94,5.0,1.19,0
0.7,32.11,54.0,0.7,1008.0,37.8,1733.94,5.0,0.48999999999999994,0
0.0,32.11,54.0,0.7,1008.0,0.0,1733.94,5.0,0.0,0
0.1,32.11,54.0,0.7,1008.0,5.4,1733.94,5.0,0.06999999999999999,0
0.0,32.11,54.0,0.7,1008.0,0.0,1733.94,5.0,0.0,0
3.4,32.11,54.0,0.7,1008.0,183.6,1733.94,5.0,2.38,1
0.0,32.11,54.0,0.7,1008.0,0.0,1733.94,5.0,0.0,0
0.1,32.11,54.0,0.7,1008.0,5.4,1733.94,5.0,0.06999999999999999,0
0.0,32.11,54.0,0.7,1008.0,0.0,1733.94,5.0,0.0,0
0.0,32.54,50.0,2.88,1008.0,0.0,1627.0,5.0,0.0,0
0.4,32.54,50.0,2.88,1008.0,20.0,1627.0,5.0,1.152,0
0.1,32.54,50.0,2.88,1008.0,5.0,1627.0,5.0,0.288,0
1.4,32.54,50.0,2.88,1008.0,70.0,1627.0,5.0,4.032,0
2.8,32.54,50.0,2.88,1008.0,140.0,1627.0,5.0,8.064,1
0.8,32.54,50.0,2.88,1008.0,40.0,1627.0,5.0,2.304,0
0.7,32.54,50.0,2.88,1008.0,35.0,1627.0,5.0,2.016,0
0.1,32.54,50.0,2.88,1008.0,5.0,1627.0,5.0,0.288,0
0.6,32.54,50.0,2.88,1008.0,30.0,1627.0,5.0,1.728,0
12.3,32.54,50.0,2.88,1008.0,615.0,1627.0,5.0,35.424,1
1.3,32.54,50.0,2.88,1008.0,65.0,1627.0,5.0,3.7439999999999998,0
13.7,32.54,50.0,2.88,1008.0,685.0,1627.0,5.0,39.455999999999996,1
0.4,32.54,50.0,2.88,1008.0,20.0,1627.0,5.0,1.152,0
5.0,32.54,50.0,2.88,1008.0,250.0,1627.0,5.0,14.399999999999999,1
1.7,32.54,50.0,2.88,1008.0,85.0,1627.0,5.0,4.896,0
0.4,32.54,50.0,2.88,1008.0,20.0,1627.0,5.0,1.152,0
3.7,32.54,50.0,2.88,1008.0,185.0,1627.0,5.0,10.656,1
11.6,32.54,50.0,2.88,1008.0,580.0,1627.0,5.0,33.408,1
9.5,32.54,50.0,2.88,1008.0,475.0,1627.0,5.0,27.36,1
3.1,32.54,50.0,2.88,1008.0,155.0,1627.0,5.0,8.927999999999999,1
4.0,32.54,50.0,2.88,1008.0,200.0,1627.0,5.0,11.52,1
0.2,32.54,50.0,2.88,1008.0,10.0,1627.0,5.0,0.576,0
17.8,32.54,50.0,2.88,1008.0,890.0,1627.0,5.0,51.264,1
7.7,32.54,50.0,2.88,1008.0,385.0,1627.0,5.0,22.176,1
2.4,32.54,50.0,2.88,1008.0,120.0,1627.0,5.0,6.912,1
0.0,32.54,50.0,2.88,1008.0,0.0,1627.0,5.0,0.0,0
0.0,32.54,50.0,2.88,1008.0,0.0,1627.0,5.0,0.0,0
1.0,32.54,50.0,2.88,1008.0,50.0,1627.0,5.0,2.88,0
4.7,32.54,50.0,2.88,1008.0,235.0,1627.0,5.0,13.536,1
8.1,32.54,50.0,2.88,1008.0,405.0,1627.0,5.0,23.328,1
4.3,32.54,50.0,2.88,1008.0,215.0,1627.0,5.0,12.383999999999999,1
3.0,32.54,50.0,2.88,1008.0,150.0,1627.0,5.0,8.64,1
0.9,32.54,50.0,2.88,1008.0,45.0,1627.0,5.0,2.592,0
6.0,31.97,66.0,4.12,1009.0,396.0,2110.02,4.0,24.72,1
0.0,31.97,66.0,4.12,1009.0,0.0,2110.02,4.0,0.0,0
0.0,31.97,66.0,4.12,1009.0,0.0,2110.02,4.0,0.0,0
0.0,31.97,66.0,4.12,1009.0,0.0,2110.02,4.0,0.0,0
1.3,31.97,66.0,4.12,1009.0,85.8,2110.02,4.0,5.356000000000001,0
0.1,31.97,66.0,4.12,1009.0,6.6000000000000005,2110.02,4.0,0.41200000000000003,0
5.1,31.97,66.0,4.12,1009.0,336.59999999999997,2110.02,4.0,21.012,1
0.4,31.97,66.0,4.12,1009.0,26.400000000000002,2110.02,4.0,1.6480000000000001,0
15.0,31.97,66.0,4.12,1009.0,990.0,2110.02,4.0,61.800000000000004,1
0.2,31.97,66.0,4.12,1009.0,13.200000000000001,2110.02,4.0,0.8240000000000001,0
8.5,31.97,66.0,4.12,1009.0,561.0,2110.02,4.0,35.02,1
8.3,31.97,66.0,4.12,1009.0,547.8000000000001,2110.02,4.0,34.196000000000005,1
4.0,31.97,66.0,4.12,1009.0,264.0,2110.02,4.0,16.48,1
14.5,31.97,66.0,4.12,1009.0,957.0,2110.02,4.0,59.74,1
24.1,31.97,66.0,4.12,1009.0,1590.6000000000001,2110.02,4.0,99.292,2
7.1,31.97,66.0,4.12,1009.0,468.59999999999997,2110.02,4.0,29.252,1
1.1,31.97,66.0,4.12,1009.0,72.60000000000001,2110.02,4.0,4.532000000000001,0
5.6,31.97,66.0,4.12,1009.0,369.59999999999997,2110.02,4.0,23.072,1
15.4,31.97,66.0,4.12,1009.0,1016.4,2110.02,4.0,63.448,1
14.7,31.97,66.0,4.12,1009.0,970.1999999999999,2110.02,4.0,60.564,1
0.6,31.97,66.0,4.12,1009.0,39.6,2110.02,4.0,2.472,0
2.7,31.97,66.0,4.12,1009.0,178.20000000000002,2110.02,4.0,11.124,1
1.5,31.97,66.0,4.12,1009.0,99.0,2110.02,4.0,6.18,0
2.8,31.97,66.0,4.12,1009.0,184.79999999999998,2110.02,4.0,11.536,1
2.8,31.97,66.0,4.12,1009.0,184.79999999999998,2110.02,4.0,11.536,1
0.7,31.97,66.0,4.12,1009.0,46.199999999999996,2110.02,4.0,2.884,0
0.0,31.97,66.0,4.12,1009.0,0.0,2110.02,4.0,0.0,0
1.2,31.97,66.0,4.12,1009.0,79.2,2110.02,4.0,4.944,0
3.3,31.97,66.0,4.12,1009.0,217.79999999999998,2110.02,4.0,13.596,1
4.1,31.97,66.0,4.12,1009.0,270.59999999999997,2110.02,4.0,16.892,1
0.1,31.97,66.0,4.12,1009.0,6.6000000000000005,2110.02,4.0,0.41200000000000003,0
